gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,tenure_group,TenureMonthlyRatio,AvgRevenuePerMonth,TotalServices,HighRiskCustomer,Gender_Label,Contract_Label,Internet_Service_Label,Payment_Method_Label,Churn_Status,Tenure_Group
1,0,0,0,4,1,0,0,0,0,0,2,0,0,0,1,3,50.8,202.3,0,40.46,1,0.0772200772200772,40.46,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,1,0,71,1,2,1,2,2,2,0,2,0,2,1,2,99.0,6994.6,0,97.14722222222224,4,0.71,97.14722222222224,0,0,Male,Two year,Fiber optic,Electronic check,Stayed,4+ Years
0,0,1,1,50,1,2,1,0,0,0,0,2,0,0,1,0,84.4,4116.15,1,80.70882352941176,4,0.585480093676815,80.70882352941176,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,4+ Years
0,1,1,1,24,1,0,1,0,0,2,0,2,2,2,1,2,96.55,2263.45,0,90.538,2,0.2460276781137878,90.538,0,0,Female,Two year,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,1,0,22,1,0,0,2,0,0,0,2,0,1,1,0,59.75,1374.35,0,59.75434782608695,2,0.3621399176954732,59.75434782608695,0,0,Male,One year,DSL,Bank transfer,Stayed,1-2 Years
1,0,0,0,44,1,2,1,2,2,2,0,2,2,0,1,2,111.5,4915.15,0,109.22555555555554,3,0.3911111111111111,109.22555555555554,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,0,0,24.25,838.5,0,24.66176470588235,3,1.306930693069307,24.66176470588235,0,0,Female,Month-to-month,No Internet,Bank transfer,Stayed,2-4 Years
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1,1,37.55,1,0.0131406044678055,37.55,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,1,67.55727272727273,4,0.7589599437807448,67.55727272727273,0,0,Female,One year,DSL,Credit card,Churned,4+ Years
1,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,2,101.75,4273.45,1,99.38255813953488,3,0.4087591240875912,99.38255813953488,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.8,45.8,1,22.9,1,0.0213675213675213,22.9,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,0,10.25,1,0.0465116279069767,10.25,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,30,1,0,0,2,2,0,2,2,0,1,0,2,70.4,2044.75,0,65.95967741935483,3,0.4201680672268907,65.95967741935483,0,0,Male,One year,DSL,Electronic check,Stayed,2-4 Years
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,0,15.275,1,0.0316957210776545,15.275,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,0,2,84.9,1398.25,0,82.25,2,0.1862630966239813,82.25,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,1-2 Years
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,20.1,1,10.05,1,0.0473933649289099,10.05,0,0,Male,Month-to-month,No Internet,Mailed check,Churned,0-6 Months (High Risk)
1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,328.95,1,32.895,1,0.2160864345738295,32.895,0,0,Male,Month-to-month,DSL,Mailed check,Churned,6-12 Months
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,101.0,4680.05,1,99.57553191489362,3,0.4509803921568627,99.57553191489362,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1,1,34.55,1,0.014265335235378,34.55,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,0,71,1,0,0,2,0,0,2,0,0,2,0,0,54.5,3778.2,0,52.475,4,1.279279279279279,52.475,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,43,1,2,1,0,0,0,0,0,0,0,1,1,75.35,3161.4,0,71.85000000000001,3,0.5631958087753766,71.85000000000001,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,1,0,44.45,2188.45,0,42.910784313725486,4,1.1001100110011,42.910784313725486,0,0,Male,One year,DSL,Bank transfer,Stayed,4+ Years
0,0,0,0,13,1,2,1,0,0,0,0,0,0,0,1,3,75.0,999.45,1,71.38928571428572,2,0.1710526315789473,71.38928571428572,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,1-2 Years
1,0,1,1,19,1,0,1,0,2,0,2,2,2,1,0,0,100.0,1888.65,1,94.4325,2,0.1881188118811881,94.4325,0,0,Male,One year,Fiber optic,Bank transfer,Churned,1-2 Years
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,0,95.0142857142857,3,0.4139323573952549,95.0142857142857,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,2-4 Years
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.15,71.15,1,35.575,1,0.0138600138600138,35.575,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,24,0,1,0,0,2,2,0,2,2,0,1,1,54.15,1240.25,1,49.61,2,0.4351767905711695,49.61,0,0,Female,Month-to-month,DSL,Credit card,Churned,1-2 Years
0,0,1,0,40,1,2,0,0,2,0,0,2,0,1,0,0,63.9,2635.0,0,64.26829268292683,3,0.6163328197226502,64.26829268292683,0,0,Female,One year,DSL,Bank transfer,Stayed,2-4 Years
0,0,1,1,3,1,2,0,0,2,2,0,2,0,0,1,0,69.15,235.0,0,58.75,1,0.0427655024946543,58.75,0,0,Female,Month-to-month,DSL,Bank transfer,Stayed,0-6 Months (High Risk)
0,0,0,0,37,1,2,0,2,0,0,0,2,0,1,0,0,64.65,2347.85,0,61.78552631578947,3,0.5635948210205636,61.78552631578947,0,0,Female,One year,DSL,Bank transfer,Stayed,2-4 Years
0,0,1,1,67,1,2,1,2,0,2,2,2,2,2,1,1,108.75,7156.2,1,105.23823529411764,4,0.6104783599088838,105.23823529411764,0,0,Female,Two year,Fiber optic,Credit card,Churned,4+ Years
0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0,93.62424242424242,3,0.3204807210816224,93.62424242424242,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,1,2,49.15,270.8,1,38.68571428571429,1,0.1196410767696909,38.68571428571429,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,0,2,89.6,2901.8,0,87.93333333333334,3,0.3532008830022075,87.93333333333334,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,0,0,59,1,2,1,0,2,2,0,0,0,0,1,2,83.25,4949.1,0,82.485,4,0.7002967359050445,82.485,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,0,70.93225806451613,3,0.4210526315789473,70.93225806451613,0,0,Female,One year,DSL,Bank transfer,Stayed,2-4 Years
1,0,0,1,20,1,0,2,1,1,1,1,1,1,0,1,2,19.4,374.5,1,17.833333333333332,2,0.9803921568627452,17.833333333333332,0,0,Male,Month-to-month,No Internet,Electronic check,Churned,1-2 Years
0,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,2,24.5,761.95,0,27.2125,3,1.0588235294117647,27.2125,0,0,Female,Two year,No Internet,Electronic check,Stayed,2-4 Years
0,1,0,0,20,1,2,1,2,0,0,0,0,0,0,1,2,79.15,1520.9,1,72.42380952380952,2,0.2495321272613848,72.42380952380952,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,190.25,0,19.025,1,0.4265402843601895,19.025,0,0,Male,One year,No Internet,Mailed check,Stayed,6-12 Months
0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,1,1,73.0,5163.0,0,74.82608695652173,4,0.918918918918919,74.82608695652173,0,0,Female,One year,DSL,Credit card,Stayed,4+ Years
0,0,1,1,69,1,2,0,2,0,0,2,0,0,2,0,1,61.4,4059.85,0,57.99785714285714,4,1.1057692307692308,57.99785714285714,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
1,0,0,0,26,1,2,1,0,0,2,2,0,0,0,1,3,84.3,2281.6,0,84.5037037037037,3,0.3048065650644783,84.5037037037037,0,0,Male,Month-to-month,Fiber optic,Mailed check,Stayed,2-4 Years
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1356.7,0,19.38142857142857,4,3.3014354066985647,19.38142857142857,0,0,Male,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,231.45,0,19.2875,1,0.5140186915887851,19.2875,0,0,Male,Two year,No Internet,Mailed check,Stayed,6-12 Months
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75,0,25.375,1,0.0193236714975845,25.375,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,242.4,0,22.036363636363635,1,0.4662004662004662,22.036363636363635,0,0,Male,One year,No Internet,Mailed check,Stayed,6-12 Months
0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,1,0,75.75,4264.25,0,76.14732142857143,4,0.7166123778501629,76.14732142857143,0,0,Female,One year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0,61.65666666666667,3,0.6626506024096385,61.65666666666667,0,0,Male,One year,DSL,Electronic check,Stayed,2-4 Years
1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,1,76.7063829787234,3,0.5651105651105651,76.7063829787234,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,0,1,1,69,1,0,0,2,2,2,0,0,0,2,1,0,59.75,4069.9,0,58.14142857142857,4,1.1358024691358024,58.14142857142857,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0,72.85000000000001,1,0.1383647798742138,72.85000000000001,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,6-12 Months
0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,1145.35,1,95.44583333333333,1,0.1067961165048543,95.44583333333333,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,0,0,48.95,1323.7,0,44.123333333333335,3,0.5805805805805806,44.123333333333335,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,2-4 Years
0,0,1,0,57,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05,0,94.77672413793104,4,0.5663189269746647,94.77672413793104,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0,18.43793103448276,3,1.4545454545454546,18.43793103448276,0,0,Male,One year,No Internet,Credit card,Stayed,2-4 Years
0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0,57.09418604651163,3,0.7560756075607561,57.09418604651163,0,0,Female,Month-to-month,DSL,Credit card,Stayed,2-4 Years
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.65,38.7,1,12.9,1,0.092378752886836,12.9,0,0,Female,Month-to-month,No Internet,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,1,23,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4,0,39.475,2,0.5522208883553421,39.475,0,0,Male,One year,DSL,Bank transfer,Stayed,1-2 Years
0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0,18.789473684210527,2,0.8391608391608392,18.789473684210527,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,1-2 Years
1,0,1,1,62,1,2,2,1,1,1,1,1,1,1,0,0,24.8,1476.25,0,23.432539682539684,4,2.4031007751937983,23.432539682539684,0,0,Male,One year,No Internet,Bank transfer,Stayed,4+ Years
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.8,70.8,1,35.4,1,0.0139275766016713,35.4,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,0,16,1,2,1,0,0,0,2,0,2,0,1,1,89.05,1448.6,1,85.21176470588235,2,0.1776790671848973,85.21176470588235,0,0,Male,Month-to-month,Fiber optic,Credit card,Churned,1-2 Years
0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,96.6,291.9,1,72.975,1,0.0307377049180327,72.975,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,1,0,88.8,5903.15,0,86.81102941176471,4,0.7461024498886415,86.81102941176471,0,0,Male,One year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,1,1,20.05,1201.65,0,19.07380952380953,4,2.9453681710213777,19.07380952380953,0,0,Male,Two year,No Internet,Credit card,Stayed,4+ Years
0,0,1,0,57,1,2,1,0,2,2,0,2,2,0,1,1,104.5,5921.35,1,102.09224137931037,4,0.5402843601895735,102.09224137931037,0,0,Female,Month-to-month,Fiber optic,Credit card,Churned,4+ Years
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.8,146.65,0,48.88333333333333,1,0.0282485875706214,48.88333333333333,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0,73.30833333333334,2,0.2943058221369161,73.30833333333334,0,0,Female,Two year,DSL,Bank transfer,Stayed,1-2 Years
0,0,0,1,25,0,1,0,2,0,0,2,0,0,2,0,0,35.05,844.45,0,32.47884615384616,3,0.6934812760055479,32.47884615384616,0,0,Female,Two year,DSL,Bank transfer,Stayed,2-4 Years
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,108.1,7774.05,0,106.49383561643836,4,0.6599450045829515,106.49383561643836,0,0,Female,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,0,2,1,2,1,0,0,0,0,2,0,0,1,2,84.05,134.05,0,44.68333333333334,1,0.0235155790711346,44.68333333333334,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0,15.66111111111111,1,0.3773584905660377,15.66111111111111,0,0,Female,One year,No Internet,Bank transfer,Stayed,6-12 Months
0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,3,50.6,249.95,1,41.65833333333333,1,0.0968992248062015,41.65833333333333,0,0,Female,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,0,2,49.2,1701.65,0,47.26805555555556,3,0.697211155378486,47.26805555555556,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,2-4 Years
1,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,2,24.6,592.65,0,23.706,2,0.9375,23.706,0,0,Male,One year,No Internet,Electronic check,Stayed,1-2 Years
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,2,71.65,135.75,0,45.25,1,0.0275292498279421,45.25,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,1,1,104.9,7732.65,0,105.92671232876712,4,0.6798866855524079,105.92671232876712,0,0,Male,Two year,Fiber optic,Credit card,Stayed,4+ Years
0,0,0,0,41,1,2,1,2,2,2,2,2,0,0,1,2,106.5,4282.4,0,101.96190476190476,3,0.3813953488372093,101.96190476190476,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,2-4 Years
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,0,2,49.35,219.65,1,43.93,1,0.0794438927507447,43.93,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,26,1,0,1,0,2,0,0,0,0,1,0,0,75.5,2018.1,0,74.74444444444444,3,0.3398692810457516,74.74444444444444,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0,1,83.625,1,0.0734908136482939,83.625,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95,1,34.475,1,0.0142959256611865,34.475,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,4,1,2,0,0,2,0,2,0,0,0,1,3,58.5,224.85,0,44.97,1,0.0672268907563025,44.97,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,48,1,0,0,0,2,2,2,2,2,2,0,1,78.9,3771.5,0,76.96938775510205,3,0.6007509386733416,76.96938775510205,0,0,Male,Two year,DSL,Credit card,Stayed,2-4 Years
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,196.75,1,65.58333333333333,1,0.0210859251449657,65.58333333333333,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,1,2,79.2,943.85,0,72.60384615384615,1,0.1496259351620947,72.60384615384615,0,0,Female,One year,DSL,Electronic check,Stayed,6-12 Months
1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0,107.7516393442623,4,0.5432322317790855,107.7516393442623,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,0,0,55,1,0,0,2,0,2,2,0,0,2,1,2,59.2,3175.85,0,56.71160714285714,4,0.9136212624584718,56.71160714285714,0,0,Male,Two year,DSL,Electronic check,Stayed,4+ Years
1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,29.15,29.15,0,14.575,1,0.033167495854063,14.575,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,10.025,1,0.0475059382422802,10.025,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,76.05,318.9,1,63.78,1,0.0519143413367942,63.78,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.45,24.45,1,12.225,1,0.0392927308447937,12.225,0,0,Male,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
0,0,0,0,42,1,0,0,0,0,2,2,0,2,2,0,1,66.5,2762.75,0,64.25,3,0.6222222222222222,64.25,0,0,Female,Two year,DSL,Credit card,Stayed,2-4 Years
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,49.55,0,24.775,1,0.019782393669634,24.775,0,0,Female,Month-to-month,DSL,Bank transfer,Stayed,0-6 Months (High Risk)
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,1,89.35,631.85,1,78.98125,1,0.0774764803541782,78.98125,0,0,Male,Month-to-month,Fiber optic,Credit card,Churned,6-12 Months
1,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,1,73.6,232.5,0,58.125,1,0.0402144772117962,58.125,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,0-6 Months (High Risk)
0,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,82.65,5919.35,0,81.08698630136986,4,0.8607292289300656,81.08698630136986,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,2,49.0,749.25,0,46.828125,2,0.3,46.828125,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,1-2 Years
1,0,1,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.35,307.4,1,61.48,1,0.0491702519975414,61.48,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,245.15,0,20.429166666666667,1,0.4198473282442748,20.429166666666667,0,0,Female,One year,No Internet,Electronic check,Stayed,6-12 Months
0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0,22.45833333333333,1,0.1890359168241966,22.45833333333333,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,1,2,55.8,55.8,1,27.9,1,0.0176056338028169,27.9,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,8240.85,0,112.88835616438357,4,0.6434316353887399,112.88835616438357,0,0,Male,Two year,Fiber optic,Credit card,Stayed,4+ Years
0,0,1,0,55,1,2,1,0,2,0,0,0,0,0,1,1,77.75,4266.4,0,76.18571428571428,4,0.6984126984126984,76.18571428571428,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,4+ Years
0,0,1,1,40,1,2,2,1,1,1,1,1,1,0,1,2,26.2,1077.5,0,26.28048780487805,3,1.4705882352941178,26.28048780487805,0,0,Female,Month-to-month,No Internet,Electronic check,Stayed,2-4 Years
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,0,19.23448275862069,4,2.7272727272727275,19.23448275862069,0,0,Female,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,1,39.525,1,0.0124921923797626,39.525,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.0,95.0,1,47.5,1,0.0104166666666666,47.5,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.2,25.2,1,12.6,1,0.0381679389312977,12.6,0,0,Female,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,1,2,80.85,4079.55,0,76.97264150943397,4,0.6353084911423336,76.97264150943397,0,0,Male,One year,DSL,Electronic check,Stayed,4+ Years
1,1,0,0,41,1,2,1,0,0,2,0,2,2,0,1,2,98.4,4187.75,1,99.70833333333331,3,0.4124748490945674,99.70833333333331,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,1,3,56.35,2391.15,0,54.34431818181818,3,0.7497820401046207,54.34431818181818,0,0,Male,One year,DSL,Mailed check,Stayed,2-4 Years
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,0,18.55208333333333,3,2.315270935960591,18.55208333333333,0,0,Female,Two year,No Internet,Bank transfer,Stayed,2-4 Years
1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,137.25,0,34.3125,1,0.0583657587548638,34.3125,0,0,Male,Month-to-month,DSL,Bank transfer,Stayed,0-6 Months (High Risk)
1,1,1,1,66,1,2,0,2,2,2,2,2,0,2,0,1,79.4,5154.6,1,76.93432835820896,4,0.8208955223880596,76.93432835820896,0,0,Male,Two year,DSL,Credit card,Churned,4+ Years
1,0,1,1,55,1,0,0,0,0,2,2,0,0,2,1,1,55.25,3119.9,0,55.7125,4,0.9777777777777776,55.7125,0,0,Male,Two year,DSL,Credit card,Stayed,4+ Years
1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,529.5,0,17.65,3,1.4427860696517412,17.65,0,0,Male,One year,No Internet,Mailed check,Stayed,2-4 Years
0,0,0,1,12,1,2,1,0,0,0,0,2,0,0,1,2,84.05,966.55,0,74.35,1,0.1410934744268077,74.35,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,6-12 Months
0,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,2,105.2,6936.85,0,103.53507462686568,4,0.6214689265536723,103.53507462686568,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,101.4,3496.3,1,97.11944444444444,3,0.341796875,97.11944444444444,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,914.3,1,83.11818181818181,1,0.1101321585903083,83.11818181818181,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,0,68.89285714285714,3,0.3517915309446254,68.89285714285714,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Stayed,2-4 Years
0,0,0,0,58,1,0,1,0,0,0,2,2,2,0,1,2,95.3,5817.7,0,98.60508474576272,4,0.6022845275181724,98.60508474576272,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
1,0,1,0,54,1,0,1,2,2,2,2,2,2,2,0,0,109.75,6110.2,1,111.09454545454544,4,0.4875846501128668,111.09454545454544,0,0,Male,Two year,Fiber optic,Bank transfer,Churned,4+ Years
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.85,178.8,0,17.880000000000003,1,0.4316546762589928,17.880000000000003,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,6-12 Months
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,1,19.3,28.3,1,9.433333333333334,1,0.0985221674876847,9.433333333333334,0,0,Male,One year,No Internet,Credit card,Churned,0-6 Months (High Risk)
1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0,62.142857142857146,1,0.0855920114122682,62.142857142857146,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,2351.8,1,87.10370370370372,3,0.2818428184281842,87.10370370370372,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,2-4 Years
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,186.15,0,18.615,1,0.4235294117647059,18.615,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,6-12 Months
